# Adobe-Japan1 IVSes
3402 E0100; Adobe-Japan1;CID+2447
5004 E0100; Adobe-Japan1;CID+3009
5005 E0100; Adobe-Japan1;CID+3010
5006 E0100; Adobe-Japan1;CID+3011
5007 E0100; Adobe-Japan1;CID+3012
5009 E0100; Adobe-Japan1;CID+3013
500A E0100; Adobe-Japan1;CID+3014
500B E0100; Adobe-Japan1;CID+3015
500C E0100; Adobe-Japan1;CID+3016
500D E0100; Adobe-Japan1;CID+3017
500E E0100; Adobe-Japan1;CID+3018
500F E0100; Adobe-Japan1;CID+3019
5010 E0100; Adobe-Japan1;CID+3020
5011 E0100; Adobe-Japan1;CID+3021
5012 E0100; Adobe-Japan1;CID+3022
5013 E0100; Adobe-Japan1;CID+3023
5014 E0100; Adobe-Japan1;CID+3024
5016 E0100; Adobe-Japan1;CID+3025
5017 E0100; Adobe-Japan1;CID+3026
5018 E0100; Adobe-Japan1;CID+3027
5019 E0100; Adobe-Japan1;CID+3028
501A E0100; Adobe-Japan1;CID+3029
501B E0100; Adobe-Japan1;CID+3030
501C E0100; Adobe-Japan1;CID+3031
501D E0100; Adobe-Japan1;CID+3032
501E E0100; Adobe-Japan1;CID+3033
501F E0100; Adobe-Japan1;CID+3034
5021 E0100; Adobe-Japan1;CID+3035
5022 E0100; Adobe-Japan1;CID+3036
5023 E0100; Adobe-Japan1;CID+3037
5024 E0100; Adobe-Japan1;CID+3038
5024 E0101; Adobe-Japan1;CID+16601
5025 E0100; Adobe-Japan1;CID+3039
5026 E0100; Adobe-Japan1;CID+16413
5026 E0101; Adobe-Japan1;CID+3040
5027 E0100; Adobe-Japan1;CID+3041
5028 E0100; Adobe-Japan1;CID+3042
5029 E0100; Adobe-Japan1;CID+3043
502A E0100; Adobe-Japan1;CID+3044
502B E0100; Adobe-Japan1;CID+3045
502C E0100; Adobe-Japan1;CID+3046
502D E0100; Adobe-Japan1;CID+3047
502E E0100; Adobe-Japan1;CID+3048
5030 E0100; Adobe-Japan1;CID+3049
5032 E0100; Adobe-Japan1;CID+3050
5033 E0100; Adobe-Japan1;CID+3051
5035 E0100; Adobe-Japan1;CID+3052
5036 E0100; Adobe-Japan1;CID+3053
5039 E0100; Adobe-Japan1;CID+3054
503B E0100; Adobe-Japan1;CID+3055
5040 E0100; Adobe-Japan1;CID+3056
5041 E0100; Adobe-Japan1;CID+3057
5042 E0100; Adobe-Japan1;CID+3058
5043 E0100; Adobe-Japan1;CID+3059
5045 E0100; Adobe-Japan1;CID+3060
5046 E0100; Adobe-Japan1;CID+3061
5047 E0100; Adobe-Japan1;CID+3062
5048 E0100; Adobe-Japan1;CID+3063
5049 E0100; Adobe-Japan1;CID+3064
5049 E0101; Adobe-Japan1;CID+16602
504A E0100; Adobe-Japan1;CID+3065
504C E0100; Adobe-Japan1;CID+3066
504E E0100; Adobe-Japan1;CID+3067
504F E0100; Adobe-Japan1;CID+3068
504F E0101; Adobe-Japan1;CID+16603
5050 E0100; Adobe-Japan1;CID+3069
5051 E0100; Adobe-Japan1;CID+3070
5052 E0100; Adobe-Japan1;CID+3071
5053 E0100; Adobe-Japan1;CID+3072
5055 E0100; Adobe-Japan1;CID+3073
5056 E0100; Adobe-Japan1;CID+3074
5056 E0101; Adobe-Japan1;CID+16604
5057 E0100; Adobe-Japan1;CID+3075
5059 E0100; Adobe-Japan1;CID+3076
505A E0100; Adobe-Japan1;CID+3077
505C E0100; Adobe-Japan1;CID+3078
505F E0100; Adobe-Japan1;CID+3079
5060 E0100; Adobe-Japan1;CID+3080
5062 E0100; Adobe-Japan1;CID+3081
5063 E0100; Adobe-Japan1;CID+3082
5065 E0100; Adobe-Japan1;CID+3083
5065 E0101; Adobe-Japan1;CID+16605
5066 E0100; Adobe-Japan1;CID+3084
5067 E0100; Adobe-Japan1;CID+3085
506A E0100; Adobe-Japan1;CID+3086
506C E0100; Adobe-Japan1;CID+3087
506D E0100; Adobe-Japan1;CID+3088
5070 E0100; Adobe-Japan1;CID+3089
5071 E0100; Adobe-Japan1;CID+3090
5072 E0100; Adobe-Japan1;CID+3091
5074 E0100; Adobe-Japan1;CID+3092
5075 E0100; Adobe-Japan1;CID+3093
5076 E0100; Adobe-Japan1;CID+3094
5077 E0100; Adobe-Japan1;CID+3095
5078 E0100; Adobe-Japan1;CID+3096
507D E0100; Adobe-Japan1;CID+3097
5080 E0100; Adobe-Japan1;CID+3098
5081 E0100; Adobe-Japan1;CID+3099
5083 E0100; Adobe-Japan1;CID+3100
5084 E0100; Adobe-Japan1;CID+3101
5085 E0100; Adobe-Japan1;CID+3102
5085 E0101; Adobe-Japan1;CID+16606
5086 E0100; Adobe-Japan1;CID+3103
5088 E0100; Adobe-Japan1;CID+3104
508A E0100; Adobe-Japan1;CID+3105
508D E0100; Adobe-Japan1;CID+3106
508E E0100; Adobe-Japan1;CID+3107
508F E0100; Adobe-Japan1;CID+3108
5090 E0100; Adobe-Japan1;CID+3109
5091 E0100; Adobe-Japan1;CID+3110
5091 E0101; Adobe-Japan1;CID+16607
5091 E0102; Adobe-Japan1;CID+16608
5092 E0100; Adobe-Japan1;CID+3111
5093 E0100; Adobe-Japan1;CID+3112
5094 E0100; Adobe-Japan1;CID+3113
5095 E0100; Adobe-Japan1;CID+3114
5096 E0100; Adobe-Japan1;CID+3115
5098 E0100; Adobe-Japan1;CID+3116
5099 E0100; Adobe-Japan1;CID+3117
509A E0100; Adobe-Japan1;CID+3118
509B E0100; Adobe-Japan1;CID+3119
509C E0100; Adobe-Japan1;CID+3120
509E E0100; Adobe-Japan1;CID+3121
509F E0100; Adobe-Japan1;CID+3122
50A0 E0100; Adobe-Japan1;CID+3123
50A1 E0100; Adobe-Japan1;CID+3124
50A2 E0100; Adobe-Japan1;CID+3125
50A3 E0100; Adobe-Japan1;CID+3126
50AA E0100; Adobe-Japan1;CID+3127
50AC E0100; Adobe-Japan1;CID+3128
50AD E0100; Adobe-Japan1;CID+3129
50AF E0100; Adobe-Japan1;CID+3130
50B0 E0100; Adobe-Japan1;CID+3131
50B1 E0100; Adobe-Japan1;CID+3132
50B2 E0100; Adobe-Japan1;CID+3133
50B3 E0100; Adobe-Japan1;CID+3134
50B4 E0100; Adobe-Japan1;CID+3135
50B5 E0100; Adobe-Japan1;CID+3136
50B7 E0100; Adobe-Japan1;CID+3137
50B9 E0100; Adobe-Japan1;CID+3138
50BA E0100; Adobe-Japan1;CID+3139
50BB E0100; Adobe-Japan1;CID+3140
50BD E0100; Adobe-Japan1;CID+3141
50BE E0100; Adobe-Japan1;CID+3142
50C0 E0100; Adobe-Japan1;CID+3143
50C2 E0100; Adobe-Japan1;CID+3144
50C3 E0100; Adobe-Japan1;CID+3145
50C4 E0100; Adobe-Japan1;CID+3146
50C5 E0100; Adobe-Japan1;CID+16414
50C5 E0101; Adobe-Japan1;CID+3147
50C7 E0100; Adobe-Japan1;CID+3148
50C9 E0100; Adobe-Japan1;CID+3149
50CA E0100; Adobe-Japan1;CID+3150
50CA E0101; Adobe-Japan1;CID+16609
50CA E0102; Adobe-Japan1;CID+16610
50CC E0100; Adobe-Japan1;CID+3151
50CD E0100; Adobe-Japan1;CID+3152
50CE E0100; Adobe-Japan1;CID+3153
50CF E0100; Adobe-Japan1;CID+3154
50CF E0101; Adobe-Japan1;CID+16611
50D0 E0100; Adobe-Japan1;CID+3155
50D1 E0100; Adobe-Japan1;CID+3156
50D3 E0100; Adobe-Japan1;CID+3157
50D4 E0100; Adobe-Japan1;CID+3158
50D5 E0100; Adobe-Japan1;CID+3159
50D6 E0100; Adobe-Japan1;CID+3160
50D8 E0100; Adobe-Japan1;CID+3161
50D9 E0100; Adobe-Japan1;CID+3162
50DA E0100; Adobe-Japan1;CID+3163
50DC E0100; Adobe-Japan1;CID+3164
50DD E0100; Adobe-Japan1;CID+3165
50DE E0100; Adobe-Japan1;CID+3166
50DF E0100; Adobe-Japan1;CID+3167
50E1 E0100; Adobe-Japan1;CID+3168
50E2 E0100; Adobe-Japan1;CID+3169
50E3 E0100; Adobe-Japan1;CID+3170
50E4 E0100; Adobe-Japan1;CID+3171
50E5 E0100; Adobe-Japan1;CID+3172
50E6 E0100; Adobe-Japan1;CID+3173
50E7 E0100; Adobe-Japan1;CID+3174
50E7 E0101; Adobe-Japan1;CID+15452
50E8 E0100; Adobe-Japan1;CID+3175
50E9 E0100; Adobe-Japan1;CID+3176
50ED E0100; Adobe-Japan1;CID+3177
50ED E0101; Adobe-Japan1;CID+16612
50EE E0100; Adobe-Japan1;CID+3178
50EF E0100; Adobe-Japan1;CID+3179
50F0 E0100; Adobe-Japan1;CID+3180
50F1 E0100; Adobe-Japan1;CID+3181
50F2 E0100; Adobe-Japan1;CID+3182
50F2 E0101; Adobe-Japan1;CID+16613
50F3 E0100; Adobe-Japan1;CID+3183
50F4 E0100; Adobe-Japan1;CID+3184
50F5 E0100; Adobe-Japan1;CID+3185
50F6 E0100; Adobe-Japan1;CID+3186
50F9 E0100; Adobe-Japan1;CID+3187
50FA E0100; Adobe-Japan1;CID+3188
50FB E0100; Adobe-Japan1;CID+3189
50FE E0100; Adobe-Japan1;CID+3190
5100 E0100; Adobe-Japan1;CID+3191
5101 E0100; Adobe-Japan1;CID+3192
5102 E0100; Adobe-Japan1;CID+3193
5103 E0100; Adobe-Japan1;CID+3194
5104 E0100; Adobe-Japan1;CID+3195
5106 E0100; Adobe-Japan1;CID+3196
5107 E0100; Adobe-Japan1;CID+3197
5108 E0100; Adobe-Japan1;CID+3198
5109 E0100; Adobe-Japan1;CID+3199
510B E0100; Adobe-Japan1;CID+3200
510C E0100; Adobe-Japan1;CID+3201
510D E0100; Adobe-Japan1;CID+3202
510E E0100; Adobe-Japan1;CID+3203
5110 E0100; Adobe-Japan1;CID+3204
5112 E0100; Adobe-Japan1;CID+3205
5114 E0100; Adobe-Japan1;CID+3206
5115 E0100; Adobe-Japan1;CID+3207
5116 E0100; Adobe-Japan1;CID+3208
5117 E0100; Adobe-Japan1;CID+3209
5118 E0100; Adobe-Japan1;CID+3210
5119 E0100; Adobe-Japan1;CID+3211
511A E0100; Adobe-Japan1;CID+3212
511A E0101; Adobe-Japan1;CID+16614
511B E0100; Adobe-Japan1;CID+3213
511C E0100; Adobe-Japan1;CID+3214
511D E0100; Adobe-Japan1;CID+3215
511E E0100; Adobe-Japan1;CID+3216
511F E0100; Adobe-Japan1;CID+3217
5121 E0100; Adobe-Japan1;CID+3218
5123 E0100; Adobe-Japan1;CID+3219
5127 E0100; Adobe-Japan1;CID+3220
5128 E0100; Adobe-Japan1;CID+3221
512A E0100; Adobe-Japan1;CID+3222
512C E0100; Adobe-Japan1;CID+3223
512D E0100; Adobe-Japan1;CID+3224
512F E0100; Adobe-Japan1;CID+3225
5131 E0100; Adobe-Japan1;CID+3226
5132 E0100; Adobe-Japan1;CID+16415
5132 E0101; Adobe-Japan1;CID+3227
5133 E0100; Adobe-Japan1;CID+3228
5134 E0100; Adobe-Japan1;CID+3229
5135 E0100; Adobe-Japan1;CID+3230
5137 E0100; Adobe-Japan1;CID+3231
5138 E0100; Adobe-Japan1;CID+3232
5139 E0100; Adobe-Japan1;CID+3233
513A E0100; Adobe-Japan1;CID+3234
513B E0100; Adobe-Japan1;CID+3235
513C E0100; Adobe-Japan1;CID+3236
513F E0100; Adobe-Japan1;CID+3237
5140 E0100; Adobe-Japan1;CID+3238
5141 E0100; Adobe-Japan1;CID+3239
5142 E0100; Adobe-Japan1;CID+3240
5143 E0100; Adobe-Japan1;CID+3241
5144 E0100; Adobe-Japan1;CID+3242
5145 E0100; Adobe-Japan1;CID+3243
5146 E0100; Adobe-Japan1;CID+3244
5146 E0101; Adobe-Japan1;CID+16615
5147 E0100; Adobe-Japan1;CID+3245
5148 E0100; Adobe-Japan1;CID+3246
5149 E0100; Adobe-Japan1;CID+3247
514A E0100; Adobe-Japan1;CID+3248
514B E0100; Adobe-Japan1;CID+3249
514C E0100; Adobe-Japan1;CID+3250
514D E0100; Adobe-Japan1;CID+3251
514D E0101; Adobe-Japan1;CID+15453
514E E0100; Adobe-Japan1;CID+16416
514E E0101; Adobe-Japan1;CID+3252
514F E0100; Adobe-Japan1;CID+3253
5150 E0100; Adobe-Japan1;CID+3254
5152 E0100; Adobe-Japan1;CID+3255
5153 E0100; Adobe-Japan1;CID+3256
5154 E0100; Adobe-Japan1;CID+16373
5154 E0101; Adobe-Japan1;CID+3257
5154 E0102; Adobe-Japan1;CID+16616
5155 E0100; Adobe-Japan1;CID+3258
5157 E0100; Adobe-Japan1;CID+3259
5158 E0100; Adobe-Japan1;CID+3260
515A E0100; Adobe-Japan1;CID+3261
515C E0100; Adobe-Japan1;CID+3262
515F E0100; Adobe-Japan1;CID+3263
5160 E0100; Adobe-Japan1;CID+3264
5162 E0100; Adobe-Japan1;CID+3265
5164 E0100; Adobe-Japan1;CID+3266
5165 E0100; Adobe-Japan1;CID+3267
5166 E0100; Adobe-Japan1;CID+3268
5167 E0100; Adobe-Japan1;CID+3269
5168 E0100; Adobe-Japan1;CID+3270
5168 E0101; Adobe-Japan1;CID+16617
5169 E0100; Adobe-Japan1;CID+3271
516A E0100; Adobe-Japan1;CID+3272
516B E0100; Adobe-Japan1;CID+3273
516B E0101; Adobe-Japan1;CID+16618
516C E0100; Adobe-Japan1;CID+3274
516C E0101; Adobe-Japan1;CID+16619
516D E0100; Adobe-Japan1;CID+3275
516E E0100; Adobe-Japan1;CID+3276
5171 E0100; Adobe-Japan1;CID+3277
5173 E0100; Adobe-Japan1;CID+3278
5174 E0100; Adobe-Japan1;CID+3279
5175 E0100; Adobe-Japan1;CID+3280
5176 E0100; Adobe-Japan1;CID+3281
5177 E0100; Adobe-Japan1;CID+3282
5177 E0101; Adobe-Japan1;CID+16620
5178 E0100; Adobe-Japan1;CID+3283
5179 E0100; Adobe-Japan1;CID+3284
517B E0100; Adobe-Japan1;CID+3285
517C E0100; Adobe-Japan1;CID+3286
517C E0101; Adobe-Japan1;CID+16621
517E E0100; Adobe-Japan1;CID+3287
5180 E0100; Adobe-Japan1;CID+3288
5182 E0100; Adobe-Japan1;CID+3289
5183 E0100; Adobe-Japan1;CID+3290
5184 E0100; Adobe-Japan1;CID+3291
5185 E0100; Adobe-Japan1;CID+3292
5186 E0100; Adobe-Japan1;CID+3293
5189 E0100; Adobe-Japan1;CID+3294
5189 E0101; Adobe-Japan1;CID+16622
518A E0100; Adobe-Japan1;CID+3295
518B E0100; Adobe-Japan1;CID+3296
518C E0100; Adobe-Japan1;CID+3297
518D E0100; Adobe-Japan1;CID+16374
518D E0101; Adobe-Japan1;CID+3298
518E E0100; Adobe-Japan1;CID+3299
518F E0100; Adobe-Japan1;CID+3300
5190 E0100; Adobe-Japan1;CID+3301
5191 E0100; Adobe-Japan1;CID+3302
5192 E0100; Adobe-Japan1;CID+3303
5192 E0101; Adobe-Japan1;CID+16623
5193 E0100; Adobe-Japan1;CID+3304
5193 E0101; Adobe-Japan1;CID+16624
5195 E0100; Adobe-Japan1;CID+16392
5195 E0101; Adobe-Japan1;CID+3305
5195 E0102; Adobe-Japan1;CID+16625
5196 E0100; Adobe-Japan1;CID+3306
5197 E0100; Adobe-Japan1;CID+3307
5198 E0100; Adobe-Japan1;CID+3308
5199 E0100; Adobe-Japan1;CID+3309
519D E0100; Adobe-Japan1;CID+3310
51A0 E0100; Adobe-Japan1;CID+3311
51A1 E0100; Adobe-Japan1;CID+3312
51A2 E0100; Adobe-Japan1;CID+3313
51A3 E0100; Adobe-Japan1;CID+3314
51A4 E0100; Adobe-Japan1;CID+16417
51A4 E0101; Adobe-Japan1;CID+3315
51A5 E0100; Adobe-Japan1;CID+3316
51A6 E0100; Adobe-Japan1;CID+3317
51A8 E0100; Adobe-Japan1;CID+3318
51A9 E0100; Adobe-Japan1;CID+3319
51AA E0100; Adobe-Japan1;CID+3320
51AB E0100; Adobe-Japan1;CID+3321
51AC E0100; Adobe-Japan1;CID+16375
51AC E0101; Adobe-Japan1;CID+3322
51AD E0100; Adobe-Japan1;CID+3323
51B0 E0100; Adobe-Japan1;CID+3324
51B1 E0100; Adobe-Japan1;CID+3325
51B2 E0100; Adobe-Japan1;CID+3326
51B3 E0100; Adobe-Japan1;CID+3327
51B4 E0100; Adobe-Japan1;CID+3328
51B4 E0101; Adobe-Japan1;CID+16626
51B4 E0102; Adobe-Japan1;CID+16627
51B5 E0100; Adobe-Japan1;CID+3329
51B6 E0100; Adobe-Japan1;CID+3330
51B7 E0100; Adobe-Japan1;CID+3331
51B8 E0100; Adobe-Japan1;CID+3332
51BA E0100; Adobe-Japan1;CID+3333
51BC E0100; Adobe-Japan1;CID+3334
51BD E0100; Adobe-Japan1;CID+3335
51BE E0100; Adobe-Japan1;CID+3336
51BF E0100; Adobe-Japan1;CID+3337
51C2 E0100; Adobe-Japan1;CID+3338
51C3 E0100; Adobe-Japan1;CID+3339
51C4 E0100; Adobe-Japan1;CID+3340
51C5 E0100; Adobe-Japan1;CID+3341
51C6 E0100; Adobe-Japan1;CID+3342
51C8 E0100; Adobe-Japan1;CID+3343
51C9 E0100; Adobe-Japan1;CID+3344
51CA E0100; Adobe-Japan1;CID+3345
51CB E0100; Adobe-Japan1;CID+3346
51CB E0101; Adobe-Japan1;CID+16628
51CC E0100; Adobe-Japan1;CID+3347
51CD E0100; Adobe-Japan1;CID+3348
51CF E0100; Adobe-Japan1;CID+3349
51D1 E0100; Adobe-Japan1;CID+3350
51D2 E0100; Adobe-Japan1;CID+3351
51D3 E0100; Adobe-Japan1;CID+3352
51D4 E0100; Adobe-Japan1;CID+3353
51D5 E0100; Adobe-Japan1;CID+3354
51D6 E0100; Adobe-Japan1;CID+3355
51D8 E0100; Adobe-Japan1;CID+3356
51DB E0100; Adobe-Japan1;CID+3357
51DB E0101; Adobe-Japan1;CID+16629
51DC E0100; Adobe-Japan1;CID+3358
51DD E0100; Adobe-Japan1;CID+3359
51DE E0100; Adobe-Japan1;CID+3360
51DE E0101; Adobe-Japan1;CID+15426
51DE E0102; Adobe-Japan1;CID+16630
51DE E0103; Adobe-Japan1;CID+16631
51DE E0104; Adobe-Japan1;CID+16632
51DF E0100; Adobe-Japan1;CID+3361
51E0 E0100; Adobe-Japan1;CID+3362
51E1 E0100; Adobe-Japan1;CID+3363
51E1 E0101; Adobe-Japan1;CID+16633
51E2 E0100; Adobe-Japan1;CID+3364
51E5 E0100; Adobe-Japan1;CID+3365
51E6 E0100; Adobe-Japan1;CID+3366
51E7 E0100; Adobe-Japan1;CID+3367
51E9 E0100; Adobe-Japan1;CID+3368
51EA E0100; Adobe-Japan1;CID+3369
51EC E0100; Adobe-Japan1;CID+3370
51ED E0100; Adobe-Japan1;CID+3371
51EE E0100; Adobe-Japan1;CID+3372
51F0 E0100; Adobe-Japan1;CID+3373
51F1 E0100; Adobe-Japan1;CID+3374
51F2 E0100; Adobe-Japan1;CID+3375
51F3 E0100; Adobe-Japan1;CID+3376
51F4 E0100; Adobe-Japan1;CID+3377
51F5 E0100; Adobe-Japan1;CID+3378
51F6 E0100; Adobe-Japan1;CID+3379
51F7 E0100; Adobe-Japan1;CID+3380
51F8 E0100; Adobe-Japan1;CID+3381
51F9 E0100; Adobe-Japan1;CID+3382
51FA E0100; Adobe-Japan1;CID+3383
51FD E0100; Adobe-Japan1;CID+3384
51FD E0101; Adobe-Japan1;CID+16634
51FE E0100; Adobe-Japan1;CID+3385
5200 E0100; Adobe-Japan1;CID+3386
5201 E0100; Adobe-Japan1;CID+3387
5202 E0100; Adobe-Japan1;CID+3388
5203 E0100; Adobe-Japan1;CID+3389
5203 E0101; Adobe-Japan1;CID+16635
5204 E0100; Adobe-Japan1;CID+3390
5205 E0100; Adobe-Japan1;CID+3391
5206 E0100; Adobe-Japan1;CID+3392
5206 E0101; Adobe-Japan1;CID+16636
5207 E0100; Adobe-Japan1;CID+3393
5208 E0100; Adobe-Japan1;CID+3394
520A E0100; Adobe-Japan1;CID+3395
520B E0100; Adobe-Japan1;CID+3396
520E E0100; Adobe-Japan1;CID+3397
5211 E0100; Adobe-Japan1;CID+3398
5212 E0100; Adobe-Japan1;CID+3399
5213 E0100; Adobe-Japan1;CID+3400
5214 E0100; Adobe-Japan1;CID+3401
5215 E0100; Adobe-Japan1;CID+3402
5216 E0100; Adobe-Japan1;CID+3403
5217 E0100; Adobe-Japan1;CID+3404
5218 E0100; Adobe-Japan1;CID+3405
521D E0100; Adobe-Japan1;CID+3406
5222 E0100; Adobe-Japan1;CID+3407
5224 E0100; Adobe-Japan1;CID+3408
5224 E0101; Adobe-Japan1;CID+16637
5225 E0100; Adobe-Japan1;CID+3409
5226 E0100; Adobe-Japan1;CID+3410
5227 E0100; Adobe-Japan1;CID+3411
5228 E0100; Adobe-Japan1;CID+3412
5229 E0100; Adobe-Japan1;CID+3413
522A E0100; Adobe-Japan1;CID+3414
522B E0100; Adobe-Japan1;CID+3415
522E E0100; Adobe-Japan1;CID+3416
5230 E0100; Adobe-Japan1;CID+3417
5231 E0100; Adobe-Japan1;CID+3418
5232 E0100; Adobe-Japan1;CID+3419
5233 E0100; Adobe-Japan1;CID+3420
5235 E0100; Adobe-Japan1;CID+3421
5236 E0100; Adobe-Japan1;CID+3422
5237 E0100; Adobe-Japan1;CID+3423
5238 E0100; Adobe-Japan1;CID+3424
5238 E0101; Adobe-Japan1;CID+16638
5239 E0100; Adobe-Japan1;CID+3425
523A E0100; Adobe-Japan1;CID+3426
523B E0100; Adobe-Japan1;CID+3427
523C E0100; Adobe-Japan1;CID+3428
5243 E0100; Adobe-Japan1;CID+3429
5244 E0100; Adobe-Japan1;CID+3430
5245 E0100; Adobe-Japan1;CID+3431
5247 E0100; Adobe-Japan1;CID+3432
5249 E0100; Adobe-Japan1;CID+3433
524A E0100; Adobe-Japan1;CID+3434
524A E0101; Adobe-Japan1;CID+16639
524B E0100; Adobe-Japan1;CID+3435
524C E0100; Adobe-Japan1;CID+3436
524D E0100; Adobe-Japan1;CID+3437
524D E0101; Adobe-Japan1;CID+16640
524F E0100; Adobe-Japan1;CID+3438
5254 E0100; Adobe-Japan1;CID+3439
5255 E0100; Adobe-Japan1;CID+3440
5256 E0100; Adobe-Japan1;CID+3441
5257 E0100; Adobe-Japan1;CID+3442
5258 E0100; Adobe-Japan1;CID+3443
525A E0100; Adobe-Japan1;CID+3444
525B E0100; Adobe-Japan1;CID+3445
525C E0100; Adobe-Japan1;CID+3446
525D E0100; Adobe-Japan1;CID+3447
525E E0100; Adobe-Japan1;CID+3448
525F E0100; Adobe-Japan1;CID+3449
5260 E0100; Adobe-Japan1;CID+3450
5261 E0100; Adobe-Japan1;CID+3451
5263 E0100; Adobe-Japan1;CID+3452
5264 E0100; Adobe-Japan1;CID+3453
5264 E0101; Adobe-Japan1;CID+16641
5265 E0100; Adobe-Japan1;CID+3454
5266 E0100; Adobe-Japan1;CID+3455
5269 E0100; Adobe-Japan1;CID+3456
526A E0100; Adobe-Japan1;CID+3457
526C E0100; Adobe-Japan1;CID+3458
526E E0100; Adobe-Japan1;CID+3459
526F E0100; Adobe-Japan1;CID+3460
5270 E0100; Adobe-Japan1;CID+3461
5271 E0100; Adobe-Japan1;CID+3462
5271 E0101; Adobe-Japan1;CID+16642
5272 E0100; Adobe-Japan1;CID+16376
5272 E0101; Adobe-Japan1;CID+3463
5272 E0102; Adobe-Japan1;CID+16643
5273 E0100; Adobe-Japan1;CID+3464
5274 E0100; Adobe-Japan1;CID+3465
5275 E0100; Adobe-Japan1;CID+3466
5275 E0101; Adobe-Japan1;CID+16644
5277 E0100; Adobe-Japan1;CID+3467
5278 E0100; Adobe-Japan1;CID+3468
5279 E0100; Adobe-Japan1;CID+3469
527D E0100; Adobe-Japan1;CID+3470
527F E0100; Adobe-Japan1;CID+3471
5280 E0100; Adobe-Japan1;CID+3472
5282 E0100; Adobe-Japan1;CID+3473
5283 E0100; Adobe-Japan1;CID+3474
5284 E0100; Adobe-Japan1;CID+3475
5285 E0100; Adobe-Japan1;CID+3476
5287 E0100; Adobe-Japan1;CID+3477
5288 E0100; Adobe-Japan1;CID+3478
5289 E0100; Adobe-Japan1;CID+3479
528A E0100; Adobe-Japan1;CID+3480
528C E0100; Adobe-Japan1;CID+3481
528D E0100; Adobe-Japan1;CID+3482
528D E0101; Adobe-Japan1;CID+16645
5291 E0100; Adobe-Japan1;CID+3483
5292 E0100; Adobe-Japan1;CID+3484
5293 E0100; Adobe-Japan1;CID+3485
5294 E0100; Adobe-Japan1;CID+3486
5295 E0100; Adobe-Japan1;CID+3487
5296 E0100; Adobe-Japan1;CID+3488
5297 E0100; Adobe-Japan1;CID+3489
5298 E0100; Adobe-Japan1;CID+3490
529A E0100; Adobe-Japan1;CID+3491
529B E0100; Adobe-Japan1;CID+3492
529C E0100; Adobe-Japan1;CID+3493
529F E0100; Adobe-Japan1;CID+3494
52A0 E0100; Adobe-Japan1;CID+3495
52A3 E0100; Adobe-Japan1;CID+3496
52A4 E0100; Adobe-Japan1;CID+3497
52A5 E0100; Adobe-Japan1;CID+3498
52A6 E0100; Adobe-Japan1;CID+3499
52A7 E0100; Adobe-Japan1;CID+3500
52A9 E0100; Adobe-Japan1;CID+3501
52AA E0100; Adobe-Japan1;CID+3502
52AB E0100; Adobe-Japan1;CID+3503
52AC E0100; Adobe-Japan1;CID+3504
52AD E0100; Adobe-Japan1;CID+3505
52AF E0100; Adobe-Japan1;CID+3506
52B0 E0100; Adobe-Japan1;CID+3507
52B1 E0100; Adobe-Japan1;CID+3508
52B4 E0100; Adobe-Japan1;CID+3509
52B5 E0100; Adobe-Japan1;CID+3510
52B6 E0100; Adobe-Japan1;CID+3511
52B7 E0100; Adobe-Japan1;CID+3512
52B8 E0100; Adobe-Japan1;CID+3513
52B9 E0100; Adobe-Japan1;CID+3514
52BA E0100; Adobe-Japan1;CID+3515
52BB E0100; Adobe-Japan1;CID+3516
52BC E0100; Adobe-Japan1;CID+3517
52BD E0100; Adobe-Japan1;CID+3518
52BE E0100; Adobe-Japan1;CID+3519
52C0 E0100; Adobe-Japan1;CID+3520
52C1 E0100; Adobe-Japan1;CID+3521
52C3 E0100; Adobe-Japan1;CID+3522
52C4 E0100; Adobe-Japan1;CID+3523
52C5 E0100; Adobe-Japan1;CID+3524
52C6 E0100; Adobe-Japan1;CID+3525
52C7 E0100; Adobe-Japan1;CID+3526
52C7 E0101; Adobe-Japan1;CID+16646
52C8 E0100; Adobe-Japan1;CID+3527
52C9 E0100; Adobe-Japan1;CID+15454
52C9 E0101; Adobe-Japan1;CID+3528
52CA E0100; Adobe-Japan1;CID+3529
52CC E0100; Adobe-Japan1;CID+3530
52CD E0100; Adobe-Japan1;CID+3531
52CF E0100; Adobe-Japan1;CID+3532
52D0 E0100; Adobe-Japan1;CID+3533
52D1 E0100; Adobe-Japan1;CID+3534
52D2 E0100; Adobe-Japan1;CID+3535
52D4 E0100; Adobe-Japan1;CID+3536
52D5 E0100; Adobe-Japan1;CID+3537
52D6 E0100; Adobe-Japan1;CID+3538
52D7 E0100; Adobe-Japan1;CID+3539
52D7 E0101; Adobe-Japan1;CID+16647
52D8 E0100; Adobe-Japan1;CID+3540
52D9 E0100; Adobe-Japan1;CID+3541
52DB E0100; Adobe-Japan1;CID+3542
52DC E0100; Adobe-Japan1;CID+3543
52DD E0100; Adobe-Japan1;CID+3544
52DD E0101; Adobe-Japan1;CID+16648
52DE E0100; Adobe-Japan1;CID+3545
52DF E0100; Adobe-Japan1;CID+3546
52E0 E0100; Adobe-Japan1;CID+3547
52E1 E0100; Adobe-Japan1;CID+3548
52E2 E0100; Adobe-Japan1;CID+3549
52E2 E0101; Adobe-Japan1;CID+16344
52E3 E0100; Adobe-Japan1;CID+3550
52E4 E0100; Adobe-Japan1;CID+3551
